id,hanzi,simplified,pinyin,enUS,esES,exampleCN,examplePinyin,exampleES,hsk,tags
8f8f3a6g4b5f,說明,说明,shuōmíng,explain,explicar,請詳細說明這台機器的用法。,Qǐng xiángxì shuōmíng zhè tái jīqì de yòngfǎ.,"Por favor, explique detalladamente cómo se usa esta máquina.",0,Book3_Lesson5
9090477h5c60,有趣,有趣,yǒuqù,interesting,interesante,這部電影非常有趣。,Zhè bù diànyǐng fēicháng yǒuqù.,Esta película es muy interesante.,0,Book3_Lesson5
a1a1588i6d71,品質,品质,pǐnzhí,quality,calidad,這家店的產品質量很有保證。,Zhè jiā diàn de chǎnpǐn zhìliàng hěn yǒu bǎozhèng.,La calidad de los productos de esta tienda está garantizada.,0,Book3_Lesson5
b2b2699j7e82,嗯,嗯,en,uh…; hmm…,eh…,嗯，我覺得你說得有道理。,"Ng, wǒ juéde nǐ shuō de yǒu dàolǐ.","Mmm, creo que tienes razón.",0,Book3_Lesson5
c3c37aak8f93,苦,苦,kǔ,bitter,amargo,藥雖然苦，但是對身體好。,"Yào suīrán kǔ, dànshì duì shēntǐ hǎo.","Aunque la medicina es amarga, es buena para el cuerpo.",0,Book3_Lesson5
d4d48bbl9g04,甜,甜,tián,sweet,dulce,這個西瓜非常甜。,Zhège xīguā fēicháng tián.,Esta sandía está muy dulce.,0,Book3_Lesson5
e5e59ccm0h15,特別,特别,tèbié,particular; special,especial,今天的晚餐很特別。,Jīntiān de wǎncān hěn tèbié.,La cena de hoy es muy especial.,0,Book3_Lesson5
f6f6addn1i26,要是,要是,yàoshì,if…,si…,要是明天下雨，我們就不去了。,"Yàoshì míngtiān xiàyǔ, wǒmen jiù bú qù le.","Si llueve mañana, no iremos.",0,Book3_Lesson5
0707beeo2j37,東方美人茶,东方美人茶,dōngfāng měirén chá,Dongfang Meiren tea,té Dongfang Meiren,東方美人茶的味道很獨特。,Dōngfāng měirén chá de wèidào hěn dútè.,El sabor del té Oriental Beauty es muy singular.,0,Book3_Lesson5
1818cffp3k48,喝茶,喝茶,hē chá,drink tea,beber té,喝茶對身體健康有好處。,Hēchá duì shēntǐ jiànkāng yǒu hǎochù.,Beber té es beneficioso para la salud.,0,Book3_Lesson5
a601b702c801,一切,一切,yíqiè,everything; all,todo,祝你一切順利。,Zhù nǐ yíqiè shùnlì.,Te deseo que todo te vaya bien.,0,Book3_Lesson6
b702c803d902,完,完,wán,complete; finish,terminar,我已經看完這部小說了。,Wǒ yǐjīng kàn wán zhè bù xiǎoshuō le.,Ya he terminado de leer esta novela.,0,Book3_Lesson6
c803d904e003,不過,不过,búguò,however,sin embargo,我很想去，不過我沒時間。,"Wǒ hěn xiǎng qù, búguò wǒ méi shíjiān.","Me gustaría mucho ir, pero no tengo tiempo.",0,Book3_Lesson6
d904e005f104,適應,适应,shìyìng,adapt; acclimate,adaptarse,我還沒適應這裡的天氣。,Wǒ hái méi shìyìng zhèlǐ de tiānqì.,Aún no me he adaptado al clima de aquí.,0,Book3_Lesson6
e005f106a205,壓力,压力,yālì,pressure,presión,現代人的生活壓力很大。,Xiàndài rén de shēnghuó yālì hěn dà.,El estrés de la vida moderna es muy grande.,0,Book3_Lesson6
f106a207b306,還好,还好,háihǎo,fortunately; not too bad,por suerte,雖然發生了意外，還好沒人受傷。,"Suīrán fāshēng le yìwài, háihǎo méirén shòushāng.","Aunque hubo un accidente, afortunadamente nadie resultó herido.",0,Book3_Lesson6
0707b308c407,熱心,热心,rèxīn,enthusiastic,entusiasta,王先生是一個很熱心的人。,Wáng xiānsheng shì yígè hěn rèxīn de rén.,El Sr. Wang es una persona muy entusiasta/servicial.,0,Book3_Lesson6
1818c409d508,願意,愿意,yuànyì,willing (to do something),estar dispuesto,你願意幫我一個忙嗎？,Nǐ yuànyì bāng wǒ yígè máng ma?,¿Estarías dispuesto a hacerme un favor?,0,Book3_Lesson6
2929d50ae609,懂,懂,dǒng,understand,entender,你聽懂老師說的話了嗎？,Nǐ tīngdǒng lǎoshī shuō de huà le ma?,¿Entendiste lo que dijo el profesor?,0,Book3_Lesson6
3a3ae61bf70a,資料,资料,zīliào,data; material,datos; material,請整理好面試需要的資料。,Qǐng zhěnglǐ hǎo miànshì xūyào de zīliào.,"Por favor, organiza el material necesario para la entrevista.",0,Book3_Lesson6
4b4bf72c081b,解決,解决,jiějué,solve,resolver,我們必須儘快解決這個問題。,Wǒmen bìxū jǐnkuài jiějué zhège wèntí.,Debemos resolver este problema lo antes posible.,0,Book3_Lesson6
5c5c083d192c,部門,部门,bùmén,department,departamento,他在銷售部門工作。,Tā zài xiāoshòu bùmén gōngzuò.,Él trabaja en el departamento de ventas.,0,Book3_Lesson6
6d6d194e2a3d,年輕,年轻,niánqīng,young,joven,年輕人應該多出去闖闖。,Niánqīngrén yīnggāi duō chūqù chuǎngchuǎng.,Los jóvenes deberían salir más a explorar el mundo.,0,Book3_Lesson6
7e7e2a5f3b4e,個性,个性,gèxìng,personality,personalidad,她的個性非常開朗。,Tā de gèxìng fēicháng kāilǎng.,Su personalidad es muy alegre/abierta.,0,Book3_Lesson6
8f8f3b6g4c5f,活潑,活泼,huópō,lively; vivacious,vivaz; animado,這孩子長得很活潑可愛。,Zhè háizi zhǎng de hěn huópō kě'ài.,Este niño es muy vivaz y lindo.,0,Book3_Lesson6
9090477h5d60,親切,亲切,qīnqiè,kind; nice,amable,這裡的服務員態度很親切。,Zhèlǐ de fúwùyuán tàidù hěn qīnqiè.,Los camareros aquí tienen una actitud muy amable/cercana.,0,Book3_Lesson6
a1a1588i6e71,相處,相处,xiāngchǔ,get along (with someone),llevarse bien,他和同事們相處得很愉快。,Tā hé tóngshìmen xiāngchǔ de hěn yúkuài.,Él se lleva muy bien con sus compañeros.,0,Book3_Lesson6
b2b2699j7f82,滿意,满意,mǎnyì,satisfy; satisfied,satisfecho,老闆對我的表現很滿意。,Lǎobǎn duì wǒ de biǎoxiàn hěn mǎnyì.,El jefe está muy satisfecho con mi desempeño.,0,Book3_Lesson6
c3c37aak8093,環境,环境,huánjìng,environment,entorno,我們應該保護自然環境。,Wǒmen yīnggāi bǎohù zìrán huánjìng.,Deberíamos proteger el medio ambiente natural.,0,Book3_Lesson6
d4d48bbl91a4,認真,认真,rènzhēn,earnest; serious,serio,他學習非常認真。,Tā xuéxí fēicháng rènzhēn.,Él estudia con mucha seriedad/esfuerzo.,0,Book3_Lesson6
e5e59ccm0ab5,互相,互相,hùxiāng,mutually; each other,mutuamente,鄰居之間應該互相幫助。,Línjū zhījiān yīnggāi hùxiāng bāngzhù.,Los vecinos deberían ayudarse mutuamente.,0,Book3_Lesson6
f6f6addn1bc6,得到,得到,dédào,get; obtain,obtener,他在比賽中得到了第一名。,Tā zài bǐsài zhōng dédào le dì yī míng.,Él obtuvo el primer puesto en la competencia.,0,Book3_Lesson6
0707beeo2cd7,相信,相信,xiāngxìn,believe; trust,creer; confiar,我相信你一定能做到。,Wǒ xiāngxìn nǐ yídìng néng zuòdào.,Creo que sin duda podrás hacerlo.,0,Book3_Lesson6
1818cffp3de8,好處,好处,hǎochù,advantage; benefit,ventaja,運動對身體有很多好處。,Yùndòng duì shēntǐ yǒu hěnduō hǎochù.,El deporte tiene muchos beneficios para el cuerpo.,0,Book3_Lesson6
2929d0gq4ef9,告訴,告诉,gàosù,tell; inform,decir; informar,你能告訴我他在哪裡嗎？,Nǐ néng gàosù wǒ tā zài nǎlǐ ma?,¿Puedes decirme dónde está él?,0,Book3_Lesson6
3a3ae1hr5f0a,照顧,照顾,zhàogù,take care of; look after,cuidar,請照顧好你自己。,Qǐng zhàogù hǎo nǐ zìjǐ.,"Por favor, cuídate bien.",0,Book3_Lesson6
4b4bf2is6g1b,放心,放心,fàngxīn,rest assured; be at ease,quedarse tranquilo,請放心，我會準時回來的。,"Qǐng fàngxīn, wǒ huì zhǔnshí huílái de.","Quédate tranquilo, volveré puntual.",0,Book3_Lesson6
5c5c03jt7h2c,沒做完,没做完,méi zuòwán,not finished,no terminado,我的作業還沒做完。,Wǒ de zuòyè hái méi zuò wán.,Aún no he terminado mis deberes.,0,Book3_Lesson6
6d6d14ku8i3d,聽不懂,听不懂,tīng bù dǒng,cannot understand (heard),no entender al oír,老師說得太快，我聽不懂。,"Lǎoshī shuō de tài kuài, wǒ tīng bù dǒng.","El profesor habla demasiado rápido, no entiendo.",0,Book3_Lesson6
7e7e25lv9j4e,看不懂,看不懂,kàn bù dǒng,cannot understand (read),no entender al leer,這封信是用法文寫的，我看不懂。,"Zhè fēng xìn shì yòng Fǎwén xiě de, wǒ kàn bù dǒng.","Esta carta está escrita en francés, no la entiendo.",0,Book3_Lesson6
8f8f36mw0k5f,有的,有的,yǒude,some (of),algunos,有的人喜歡吃辣，有的不喜歡。,"Yǒude rén xǐhuān chī là, yǒude bù xǐhuān.","A algunas personas les gusta el picante, a otras no.",0,Book3_Lesson6
9090477x1l60,好好地,好好地,hǎohāo de,properly; thoroughly,adecuadamente,你應該好好地跟他談一談。,Nǐ yīnggāi hǎohǎo de gēn tā tán yì tán.,Deberías hablar bien con él.,0,Book3_Lesson6
a1a1588y2m71,本,本,běn,measure word for books,clasificador (libros),這本書是我的。,Zhè běn shū shì wǒ de.,Este libro es mío.,0,Book3_Lesson6
b2b2699z3n82,慢,慢,màn,slow,lento,請走慢一點，我跟不上。,"Qǐng zǒu màn yìdiǎn, wǒ gēnbúshàng.","Por favor camina más despacio, no puedo seguirte el ritmo.",0,Book3_Lesson6
a701b802c901,出差,出差,chūchāi,take a business trip,viaje de negocios,下個禮拜我要去上海出差。,Xiàge lǐbài wǒ yào qù Shànghǎi chūchāi.,La semana que viene me voy de viaje de negocios a Shanghái.,0,Book3_Lesson7
b802c903d002,順便,顺便,shùnbiàn,casually; incidentally,de paso,你去超市的時候，順便幫我買瓶奶。,"Nǐ qù chāoshì de shíhòu, shùnbiàn bāng wǒ mǎi píng nǎi.","Cuando vayas al supermercado, cómprame una botella de leche de paso.",0,Book3_Lesson7
c903d004e103,親戚,亲戚,qīnqi,relatives,parientes,我家在台北有很多親戚。,Wǒ jiā zài Táiběi yǒu hěnduō qīnqī.,Mi familia tiene muchos parientes en Taipéi.,0,Book3_Lesson7
d004e105f204,談,谈,tán,discuss,hablar; discutir,我想跟你談談未來的事情。,Wǒ xiǎng gēn nǐ tántán wèilái de shìqíng.,Quiero hablar contigo sobre asuntos del futuro.,0,Book3_Lesson7
e105f206a305,順利,顺利,shùnlì,smoothly,sin problemas; sin contratiempos,面試過程非常順利。,Miànshì guòchéng fēicháng shùnlì.,El proceso de la entrevista fue muy exitoso/fluido.,0,Book3_Lesson7
f206a307b406,老闆,老板,lǎobǎn,boss; proprietor,jefe,我的老闆人很好，很客氣。,"Wǒ de lǎobǎn rén hěn hǎo, hěn kèqì.",Mi jefe es muy buena persona y muy amable.,0,Book3_Lesson7
0707b408c507,投資,投资,tóuzī,invest,invertir,他打算投資這家新公司。,Tā dǎsuàn tóuzī zhè jiā xīn gōngsī.,Él planeo invertir en esta nueva empresa.,0,Book3_Lesson7
1818c509d608,開,开,kāi,open,abrir,這家店是去年開的。,Zhè jiā diàn shì qùnián kāi de.,Esta tienda se abrió el año pasado.,0,Book3_Lesson7
2929d60ae709,句,句,jù,measure word for sentence,clasificador (frases),請用這個詞造一個句子。,Qǐng yòng zhège cí zào yígè jùzi.,"Por favor, haz una oración usando esta palabra.",0,Book3_Lesson7
3a3ae71bf80a,用,用,yòng,use,usar,我可以用你的筆嗎？,Wǒ kěyǐ yòng nǐ de bǐ ma?,¿Puedo usar tu bolígrafo?,0,Book3_Lesson7
4b4bf82c091b,溝通,沟通,gōutōng,communicate,comunicar,良好的溝通對團隊很重要。,Liánghǎo de gōutōng duì tuánduì hěn zhòngyào.,Una buena comunicación es muy importante para el equipo.,0,Book3_Lesson7
5c5c093d1a2c,阿姨,阿姨,āyí,aunt,tía,阿姨教我怎麼做炸雞。,Āyí jiāo wǒ zěnme zuò zhàjī.,Mi tía me enseña cómo hacer pollo frito.,0,Book3_Lesson7
6d6d1a4e2b3d,表妹,表妹,biǎomèi,younger female cousin,prima menor,我表妹長得很漂亮。,Wǒ biǎomèi zhǎng de hěn piàoliang.,Mi prima (hija de tía/tío materno) es muy guapa.,0,Book3_Lesson7
7e7e2b5f3c4e,火車,火车,huǒchē,train,tren,我們坐火車去花蓮玩。,Wǒmen zuò huǒchē qù Huālián wán.,Vamos en tren a Hualien de paseo.,0,Book3_Lesson7
8f8f3c6g4d5f,才,才,cái,merely; only,solo; apenas,他晚上十點才回家。,Tā wǎnshàng shí diǎn cái huíjiā.,Él no volvió a casa sino hasta las diez de la noche.,0,Book3_Lesson7
9090477h5e60,交通,交通,jiāotōng,transportation; traffic,transporte; tráfico,這裡的交通非常便利。,Zhèlǐ de jiāotōng fēicháng biànlì.,El transporte aquí es muy conveniente.,0,Book3_Lesson7
a1a1588i6f71,地鐵,地铁,dìtiě,subway; underground,metro,上海的地鐵很方便。,Shànghǎi de dìtiě hěn fāngbiàn.,El metro de Shanghái es muy conveniente.,0,Book3_Lesson7
b2b2699j7082,公車,公车,gōngchē,bus; coach,autobús,這班公車每十分鐘一班。,Zhè bān gōngchē měi shí fēnzhōng yì bān.,Este autobús pasa cada diez minutos.,0,Book3_Lesson7
c3c37aak8193,其他,其他,qítā,other,otro,除了這本書，你還有其他的嗎？,"Chúle zhè běn shū, nǐ háiyǒu qítā de ma?","Además de este libro, ¿tienes otros?",0,Book3_Lesson7
d4d48bbl92a4,文化,文化,wénhuà,culture,cultura,了解一個國家的文化很重要。,Liǎojiě yígè guójiā de wénhuà hěn zhòngyào.,Es muy importante comprender la cultura de un país.,0,Book3_Lesson7
e5e59ccm0bb5,請教,请教,qǐngjiào,consult; ask for advice,consultar; pedir consejo,我想向您請教一個問題。,Wǒ xiǎng xiàng nín qǐngjiào yígè wèntí.,Quisiera consultarle una duda.,0,Book3_Lesson7
f6f6addn1cc6,好玩,好玩,hǎowán,fun,divertido,迪士尼樂園很好玩。,Dísìní lèyuán hěn hǎowán.,Disneyland es muy divertido.,0,Book3_Lesson7
0707beeo2dd7,沒看到,没看到,méi kàndào,did not see,no ver,我沒看到你的手機在哪裡。,Wǒ méi kàndào nǐ de shǒujī zài nǎlǐ.,No he visto dónde está tu móvil.,0,Book3_Lesson7
1818cffp3ee8,談好了,谈好了,tán hǎo le,finished discussing,ya se habló,我們已經跟客戶談好了。,Wǒmen yǐjīng gēn kèhù tánhǎo le.,Ya hemos llegado a un acuerdo con el cliente.,0,Book3_Lesson7
2929d0gq4ff9,越來越,越来越,yuèláiyuè,more and more…,cada vez más,天氣越來越冷了。,Tiānqì yuèláiyuè lěng le.,El tiempo se está volviendo cada vez más frío.,0,Book3_Lesson7
3a3ae1hr5g0a,歐洲,欧洲,Ōuzhōu,Europe,Europa,他去歐洲旅遊了三個月。,Tā qù Ōuzhōu lǚyóu le sān gè yuè.,Él viajó por Europa durante tres meses.,0,Book3_Lesson7
4b4bf2is6h1b,德國,德国,Déguó,Germany,Alemania,德國的啤酒非常有名。,Déguó de píjiǔ fēicháng yǒumíng.,La cerveza alemana es muy famosa.,0,Book3_Lesson7
5c5c03jt7i2c,德文,德文,Déwén,German language,alemán,我大學的時候學過德文。,Wǒ dàxué de shíhòu xuéguò Déwén.,Estudié alemán cuando estaba en la universidad.,0,Book3_Lesson7
a801b902c001,錯,错,cuò,mistake; error,error,對不起，我打錯電話了。,"Duìbùqǐ, wǒ dǎcuò diànhuà le.","Lo siento, me he equivocado de número.",0,Book3_Lesson8
b902c003d102,心情,心情,xīnqíng,mood; frame of mind,estado de ánimo,今天我的心情非常好。,Jīntiān wǒ de xīnqíng fēicháng hǎohǎo.,Hoy mi estado de ánimo es muy bueno.,0,Book3_Lesson8
c003d104e203,被,被,bèi,passive verb marker,marcador pasivo,我的錢包被偷了。,Wǒ de qiánbāo bèi tōu le.,Me han robado la billetera.,0,Book3_Lesson8
d104e205f304,經理,经理,jīnglǐ,manager,gerente,經理正在開會。,Jīnglǐ zhèngzài kāihuì.,El gerente está en una reunión.,0,Book3_Lesson8
e205f306a405,罵,骂,mà,scold; criticize,reñir; regañar,他因為遲到被老師罵了。,Tā yīnwèi chídào bèi lǎoshī mà le.,El profesor le regañó por llegar tarde.,0,Book3_Lesson8
f306a407b506,發生,发生,fāshēng,occur; happen,ocurrir,剛才發生了什麼事？,Gāngcái fāshēng le shéme shì?,¿Qué acaba de pasar?,0,Book3_Lesson8
0707b508c607,唉,唉,āi,ugh; alas,ay…,唉，我忘了帶鑰匙了。,"Ài, wǒ wàng le dài yàoshi le.","Ay, olvidé traer las llaves.",0,Book3_Lesson8
1818c609d708,清楚,清楚,qīngchǔ,clear,claro,請大聲一點，我聽不清楚。,"Qǐng dàshēng yìdiǎn, wǒ tīng bù qīngchǔ.","Por favor, un poco más fuerte, no escucho con claridad.",0,Book3_Lesson8
2929d70ae809,合約,合约,héyuē,contract; agreement,contrato,請在合約上簽名。,Qǐng zài héyuē shàng qiānmíng.,"Por favor, firme el contrato.",0,Book3_Lesson8
3a3ae81bf90a,價錢,价钱,jiàqián,price,precio,這件衣服的價錢是多少？,Zhè jiàn yīfú de jiàqián shì duōshǎo?,¿Cuál es el precio de esta ropa?,0,Book3_Lesson8
4b4bf92c0a1b,問題,问题,wèntí,problem,problema,你有什麼問題可以問我。,Nǐ yǒu shéme wèntí kěyǐ wèn wǒ.,"Si tienes alguna pregunta, puedes consultarme.",0,Book3_Lesson8
5c5c0a3d1b2c,嚴重,严重,yánzhòng,severe,grave,他的病情非常嚴重。,Tā de bìngqíng fēicháng yánzhòng.,Su estado de salud es muy grave.,0,Book3_Lesson8
6d6d1b4e2c3d,發現,发现,fāxiàn,discover,descubrir,我發現他最近變得很努力。,Wǒ fāxiàn tā zuìjìn biàn de hěn nǔlì.,He descubierto que últimamente se esfuerza mucho.,0,Book3_Lesson8
7e7e2c5f3d4e,零,零,líng,zero,cero,現在的氣溫是零度。,Xiànzài de qìwēn shì líng dù.,La temperatura actual es de cero grados.,0,Book3_Lesson8
8f8f3d6g4e5f,生氣,生气,shēngqì,angry,enfadado,他因為我不守信用而生氣。,Tā yīnwèi wǒ bù shǒu xìnyòng ér shēngqì.,Él se enfadó porque no cumplí mi palabra.,0,Book3_Lesson8
9090477h5f60,頓,顿,dùn,measure word (verbal),clasificador (acciones),今天中午我吃了一頓大餐。,Jīntiān zhōngwǔ wǒ chī le yí dùn dàcān.,Hoy al mediodía comí un gran banquete.,0,Book3_Lesson8
a1a1588i6g71,感覺,感觉,gǎnjué,feeling,sensación,我感覺今天會發生好事。,Wǒ gǎnjué jīntiān huì fāshēng hǎoshì.,Siento que hoy pasará algo bueno.,0,Book3_Lesson8
b2b2699j7h82,讓,让,ràng,make; let; cause,hacer; permitir,媽媽不讓我去海邊玩。,Māma bú ràng wǒ qù hǎibiān wán.,Mamá no me deja ir a jugar a la playa.,0,Book3_Lesson8
c3c37aak8i93,難過,难过,nánguò,sad,triste,聽到這個壞消息，我很難過。,"Tīngdào zhège huài xiāoxī, wǒ hěn nánguò.",Me puse muy triste al escuchar estas malas noticias.,0,Book3_Lesson8
d4d48bbl9j04,小心,小心,xiǎoxīn,careful,ten cuidado,過馬路要小心。,Guò mǎlù yào xiǎoxīn.,Ten cuidado al cruzar la calle.,0,Book3_Lesson8
e5e59ccm0k15,別,别,bié,do not…,no (imperativo),別擔心，一切都會好的。,"Bié dānxīn, yíqiè dūhuì hǎo de.","No te preocupes, todo saldrá bien.",0,Book3_Lesson8
f6f6addn1l26,翻譯,翻译,fānyì,translate,traducir,你能幫我翻譯一下這段話嗎？,Nǐ néng bāng wǒ fānyì yíxià zhè duàn huà ma?,¿Puedes ayudarme a traducir este párrafo?,0,Book3_Lesson8
0707beeo2m37,份,份,fèn,measure word (documents),clasificador (documentos),請給我一份菜單。,Qǐng gěi wǒ yífèn càidān.,"Por favor, deme un menú.",0,Book3_Lesson8
1818cffp3n48,交,交,jiāo,hand in; submit,entregar,我已經把作業交給老師了。,Wǒ yǐjīng bǎ zuòyè jiāogěi lǎoshī le.,Ya le he entregado los deberes al profesor.,0,Book3_Lesson8
2929d0gq4o59,存,存,cún,save,guardar,我把文件存在電腦裡了。,Wǒ bǎ wénjiàn cún zài diànnǎo lǐ le.,He guardado el documento en la computadora.,0,Book3_Lesson8
3a3ae1hr5p6a,檔案,档案,dàng’àn,document; file,archivo,請幫我備份這些檔案。,Qǐng bāng wǒ bèifèn zhèxiē dàng'àn.,"Por favor, ayúdame a hacer una copia de seguridad de estos archivos.",0,Book3_Lesson8
4b4bf2is6q7b,檢查,检查,jiǎnchá,check; examine,revisar,出門前請檢查一下有沒有鎖門。,Chūmén qián qǐng jiǎnchá yíxià yǒu méiyǒu suǒmén.,"Antes de salir, por favor comprueba si has cerrado la puerta.",0,Book3_Lesson8
5c5c03jt7r8c,要不然,要不然,yàobùrán,otherwise,si no; de lo contrario,趕快走吧，要不然會遲到的。,"Gǎnkuài zǒu ba, yàobùrán huì chídào de.","Vámonos rápido, de lo contrario llegaremos tarde.",0,Book3_Lesson8
a901b002c101,活動,活动,huódòng,activity,actividad,週末你參加了什麼活動？,Zhōumò nǐ cānjiā le shéme huódòng?,¿En qué actividad participaste el fin de semana?,0,Book3_Lesson9
b002c103d202,書房,书房,shūfáng,study,despacho,爸爸正在書房看書。,Bàba zhèngzài shūfáng kànshū.,Papá está leyendo en el estudio.,0,Book3_Lesson9
c103d204e303,下來,下来,xiàlái,come down,bajar,請從樓上下來。,Qǐng cóng lóushàng xiàlái.,"Por favor, baja de arriba.",0,Book3_Lesson9
d204e305f404,整理,整理,zhěnglǐ,tidy up; arrange,ordenar,我需要整理一下房間。,Wǒ xūyào zhěnglǐ yíxià fángjiān.,Necesito ordenar mi habitación.,0,Book3_Lesson9
e305f406a505,上來,上来,shànglái,come up,subir,他在樓下等你，請你上來。,"Tā zài lóuxià děng nǐ, qǐng nǐ shànglái.","Él te espera abajo, por favor sube.",0,Book3_Lesson9
f406a507b606,打掃,打扫,dǎsǎo,clean up,limpiar,我們週末要大掃除。,Wǒmen zhōumò yào dàsǎochú.,Vamos a hacer una limpieza general el fin de semana.,0,Book3_Lesson9
0707b608c707,割草,割草,gēcǎo,mow the lawn,cortar el césped,爺爺正在院子裡割草。,Yéye zhèngzài yuànzi lǐ gēcǎo.,El abuelo está cortando el césped en el jardín.,0,Book3_Lesson9
1818c709d808,畫,画,huà,painting,pintura,這幅畫是誰畫的？,Zhè fú huà shì shéi huà de?,¿Quién pintó este cuadro?,0,Book3_Lesson9
2929d80ae909,拿,拿,ná,take,coger,請幫我把那本書拿過來。,Qǐng bāng wǒ bǎ nà běn shū ná guòlái.,"Por favor, pásame ese libro.",0,Book3_Lesson9
3a3ae91bf00a,擦,擦,cā,wipe,limpiar con trapo,請把桌子擦乾淨。,Qǐng bǎ zhuōzi cā gānjìng.,"Por favor, limpia la mesa.",0,Book3_Lesson9
4b4bf02c111b,院子,院子,yuànzi,courtyard; yard,patio,我家院子裡種了很多花。,Wǒjiā yuànzi lǐ zhòng le hěnduō huā.,En el jardín de mi casa hay plantadas muchas flores.,0,Book3_Lesson9
5c5c113d222c,烤肉,烤肉,kǎoròu,grill meat,barbacoa,我們今晚在院子裡烤肉。,Wǒmen jīnwǎn zài yuànzi lǐ kǎoròu.,Esta noche hacemos una barbacoa en el jardín.,0,Book3_Lesson9
6d6d224e333d,把,把,bǎ,definite object marker,marcador 把,請把門關上。,Qǐng bǎ mén guānshàng.,"Por favor, cierra la puerta.",0,Book3_Lesson9
7e7e335f444e,出去,出去,chūqù,go out,salir,我想出去透透氣。,Wǒ xiǎng chūqù tòutòuqì.,Quiero salir a tomar el aire.,0,Book3_Lesson9
8f8f446g555f,無聊,无聊,wúliáo,boring; tedious,aburrido,這部電影很無聊。,Zhè bù diànyǐng hěn wúliáo.,Esta película es muy aburrida.,0,Book3_Lesson9
9090477h6660,山,山,shān,mountain; hill,montaña,我家後面有一座山。,Wǒ jiā hòumiàn yǒu yí zuò shān.,Hay una montaña detrás de mi casa.,0,Book3_Lesson9
a1a1588i7771,爬,爬,pá,climb,escalar,他喜歡爬樹。,Tā xǐhuān pá shù.,A él le gusta trepar a los árboles.,0,Book3_Lesson9
b2b2699j8882,上去,上去,shàngqù,go up,subir,山太高了，我爬不上去。,"Shān tài gāo le, wǒ pá bú shàngqù.","La montaña es demasiado alta, no puedo subir.",0,Book3_Lesson9
c3c37aak9993,大概,大概,dàgài,probably; roughly,aproximadamente,大概要走十分鐘。,Dàgài yào zǒu shí fēnzhōng.,Toma unos diez minutos caminando aproximadamente.,0,Book3_Lesson9
d4d48bbl0aa4,棒球,棒球,bàngqiú,baseball,béisbol,棒球在台灣很受歡迎。,Bàngqiú zài Táiwān hěn shòu huānyíng.,El béisbol es muy popular en Taiwán.,0,Book3_Lesson9
e5e59ccm1bb5,比賽,比赛,bǐsài,competition; game,competición,這場足球比賽非常精彩。,Zhè chǎng zúqiú bǐsài fēicháng jīngcǎi.,Este partido de fútbol estuvo espectacular.,0,Book3_Lesson9
f6f6addn2cc6,下山,下山,xiàshān,go down a mountain,bajar la montaña,天黑了，我們趕快下山吧。,"Tiān hēi le, wǒmen gǎnkuài xiàshān ba.","Ya oscureció, bajemos de la montaña rápido.",0,Book3_Lesson9
0707beeo3dd7,安排,安排,ānpái,arrange,organizar,你對明天的行程有什麼安排？,Nǐ duì míngtiān de xíngchéng yǒu shéme ānpái?,¿Qué planes/organización tienes para el itinerario de mañana?,0,Book3_Lesson9
1818cffp4ee8,拿下來,拿下来,ná xiàlái,bring down,bajar algo,請把那個盒子拿下來。,Qǐng bǎ nàge hézi ná xiàlái.,"Por favor, baja esa caja.",0,Book3_Lesson9
2929d0gq5ff9,拿出去,拿出去,ná chūqù,take outside,sacar afuera,請把垃圾拿出去丟。,Qǐng bǎ lājī ná chūqù diū.,"Por favor, saca la basura.",0,Book3_Lesson9
3a3ae1hr6g0a,爬上去,爬上去,pá shàngqù,climb up,subir escalando,貓爬到了樹上，不敢爬下來。,"Māo pá dào le shùshàng, bù gǎn pá xiàlái.",El gato trepó al árbol y no se atreve a bajar.,0,Book3_Lesson9
4b4bf2is7h1b,走下來,走下来,zǒu xiàlái,go down,bajar andando,他慢慢從樓梯上走下來。,Tā mànmàn cóng lóutī shàng zǒuxiàlái.,Él bajó lentamente por las escaleras.,0,Book3_Lesson9
5c5c03jt8i2c,紐約,纽约,Niǔyuē,New York,Nueva York,紐約是一個非常繁華的城市。,Niǔyuē shì yígè fēicháng fánhuá de chéngshì.,Nueva York es una ciudad muy próspera.,0,Book3_Lesson9
6d6d14ku9j3d,垃圾,垃圾,lèsè,trash; garbage,basura,請不要隨地亂丟垃圾。,Qǐng búyào suídì luàn diū lājī.,"Por favor, no tire basura al suelo.",0,Book3_Lesson9
7e7e25lv0k4e,桌子,桌子,zhuōzi,table,mesa,請把這本書放在桌子上。,Qǐng bǎ zhè běn shū fàng zài zhuōzi shàng.,"Por favor, pon este libro sobre la mesa.",0,Book3_Lesson9
8f8f36mw1l5f,椅子,椅子,yǐzi,chair,silla,這裡有兩把椅子。,Zhèlǐ yǒu liǎng bǎ yǐzi.,Aquí hay dos sillas.,0,Book3_Lesson9
a801b902c201,進步,进步,jìnbù,make progress; improve,progresar; mejorar,你的漢語進步很大。,Nǐ de Hànyǔ jìnbù hěn dà.,Tu chino ha progresado mucho.,0,Book3_Lesson10
b902c003d212,結束,结束,jiéshù,conclude; end,terminar; concluir,電影已經結束了。,Diànyǐng yǐjīng jiéshù le.,La película ya ha terminado.,0,Book3_Lesson10
